Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Progress,Value
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artea,%,Artea,110.29,110.29
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artea,%,Artea,218.9,218.9
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artea,%,Artea,155.45,155.45
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artea,%,Artea,100.24,100.24
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artea,%,Artea,164.73,164.73
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,108.22,91.78
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,109.99,90.01
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,103.59,96.41
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,103.99,96.01
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,100.96,99.04
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,105.33,94.67
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,101.62,98.38
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,103.67,96.33
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,106.84,93.16
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,110.77,110.77
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,113.28,86.72
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,108.01,91.99
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,107.89,92.11
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artzentales,%,Artzentales,103.99,103.99
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,106.76,106.76
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,104.38,104.38
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,100.71,100.71
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,109.13,90.87
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,111.4,111.4
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,119.27,119.27
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,102.09,97.91
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,120.98,120.98
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,102.46,102.46
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,109.19,109.19
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,111.71,88.29
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,138.96,138.96
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,103.43,103.43
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Artziniega,%,Artziniega,122.27,77.73
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,132.16,67.84
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,113.44,86.56
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,105.2,94.8
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,111.81,111.81
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,122.34,122.34
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,102.42,102.42
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,116.51,83.49
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,104.49,104.49
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,106.86,93.14
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,100.19,99.81
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,108.89,91.11
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,117.4,82.6
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,111.35,111.35
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asparrena,%,Asparrena,106.07,93.93
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,108.13,91.87
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,127.62,127.62
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,100.75,99.25
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,125.75,125.75
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,118.64,81.36
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,108.82,108.82
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,108.28,91.72
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,102.33,102.33
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,114.52,85.48
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,119.01,119.01
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,102.78,97.22
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,147.8,147.8
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,111.25,88.75
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Asteasu,%,Asteasu,119.26,119.26
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,102.15,97.85
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,127.66,127.66
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,103.5,103.5
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,126.23,126.23
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,105.95,94.05
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,111.3,111.3
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,108.81,91.19
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,103.4,103.4
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,126.73,126.73
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,104.96,104.96
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,106.53,93.47
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,110.27,89.73
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,114.97,114.97
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Astigarraga,%,Astigarraga,106.83,106.83
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,108.67,108.67
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,131.51,131.51
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,102.73,97.27
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,108.43,91.57
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,104.85,95.15
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,108.14,91.86
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,114.83,114.83
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,104.49,95.51
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,109.11,90.89
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,110.21,89.79
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,117.18,117.18
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,112.6,87.4
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,106.62,106.62
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ataun,%,Ataun,106.91,106.91
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,110.31,110.31
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,118.57,118.57
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,103.97,96.03
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,101.86,98.14
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,109.7,90.3
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,105.57,105.57
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,101.87,98.13
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,107.52,107.52
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,104.05,104.05
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,108.64,91.36
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Atxondo,%,Atxondo,126.06,126.06
